,content,fact
2015,PCR 면봉에서 1급 발암물질인 에틸렌 옥사이드EO 등의 독성 물질이 검출되는지의 여부. .검증방식.전문가 자문 및 관련 자료 검토. .검증내용. .PCR 면봉에서 에틸렌 옥사이드가 검출된다는 시민의 주장은 사실일까. 결론부터 말하면 아니다. 두 문장으로 정리하면 이렇다.,전혀 사실 아님
2016,이수정 국민의힘 공동선대위원장의 강력범죄 피해자의 80가 여성이다라는 발언.,사실
2017,.박수현 청와대 국민소통 수석은 11월 22일 중요한 것은 언론이 또 야당이 워낙에 종부세에 대해서 종부세 폭탄 이렇게 말씀들을 하시니까 불안심리가 있는 것 아니겠습니까 심지어는 우리나라 98는 종부세에 해당이 없습니다. 고지서를 받아보지 못하시거든요라고 말했다..,절반의 사실
2018,공백,공백
2019,공백,공백
2020,윤석열 대선후보의 정부는 종부세가 소유자 2에 과세된다고 하지만 거주자까지 따지면 10가 넘는다 발언.검증 방법.국내 통계 확인.검증 내용.윤석열 국민의힘 후보는 지난 14일 관훈클럽 초청 토론회에서 정부는 종부세가 소유자 2에 과세된다고 하지만 거주자까지 따지면 10가 넘는다며 과세가 미치는 경제적 효과를 디테일하게 과학적으로 분석해보고 종부세를 부과해야 한다고 주장했다. 정말 국민 10 이상이 종부세의 영향 아래 있을까.종부세는 공시가격 기준으로 1주택자는 11억 원 다주택자는 합산 금액 6억 원 이상이면 과세된다. 정부에서는 올해 종부세 납부 대상자는 94.7만 명으로 전 국민의 1.8만 납부한다는 설명을 내놨다..하지만 종부세 납부자가 세금을 내면 납부자의 가족까지 영향을 미치기 때문에 국민 98가 무관하다는 식의 주장은 설득력이 떨어진다는 지적이 나온다. 4인 가족의 가장이 종부세를 납부하면 경제 공동체인 가족에도 당연히 영향을 준다는 것..윤 후보가 거주자까지면 10가 넘는다고 말한 이유도 가구 수를 기준으로 종부세 대상자 비율을 따져야 한다는 전제에서 나왔다. 그렇다면 가구 수로 따졌을 때 종부세의 영향을 받는 인구는 10 이상일까,대체로 사실 아님
2021,공백,공백
2022, SNS 및 온라인 커뮤니티.SNS와 블로그 등에서는 백신을 접종하면 오히려 면역력 자체가 떨어진다는 주장이 확산. 글을 올린 사람들은 코로나19 백신 접종이 우리 몸의 면역시스템을 손상시켜 면역력을 약화하고 결국 다른 감염에 취약하게 한다고 주장. 이 주장은 백신 추가 접종이 면역력을 약화시켜 만성질환을 일으켜 인구를 감축한다는 음모론까지 이어져. 과연 이 주장이 사실일지 검증..,전혀 사실 아님
2023,  연 2 금리 정책을 수정하면서 토스뱅크 측이 밝힌 약 99에 달하는 고객의 경우 기존과 변함없는 혜택을 누릴 수 있을 것이라는 설명에 비판이 일고 있다. 토스뱅크가 내세운 수치 99는 가입자 숫자 상 기준일 뿐이며 금액으로 따지면 금리 변경의 영향이늘어날 것이라는 반론이 제기됐다..앞서 토스뱅크측은 연 2 금리 정책에 대해 내년부터는 1억원까지라는 조건을 붙여 시행하기로 했다. 더 많은 고객들에게 오랫동안 더 좋은 혜택을 유지하려면 일단 토스뱅크가 살아남아야 하므로 이같이 결정했다는 설명이 덧붙여졌다..,판단 유보
2024,윤석열 국민의힘 후보가 공직선거법을 위반했고 20대 대통령 선거에 후보로 등록할 수 없다는 온라인 커뮤니티 주장.,대체로 사실 아님
2025,EU 법원이 코로나19 백신 의무 접종을 금지하는 판결을 내렸으며 이를 어기는 정치인과 공무원 의사 등이 기소될 것이라는 주장.,대체로 사실 아님
2026,AI가 오픈채팅에 전송되는 영상을 검열한다는 온라인 커뮤니티 게시글.,대체로 사실 아님
2027,공백,공백
2028,공백,공백
2029,윤석열 대선후보의 우리나라 전체 가구의 3.7가 비닐하우스 판잣집 고시원 같은 비정상 거처에 살고 있다 발언.검증 방법.국내 통계 확인.검증 내용.지난 24일 윤석열 국민의힘 대선후보는 자신의 페이스북에 주거약자를 위한 지원책을 발표하면서 우리나라 전체 가구의 3.7가 비닐하우스 판잣집 고시원 같은 비정상 거처에 살고 있다며 이분들이 더 나은 집으로 이주할 수 있도록 임대보증금을 무이자로 빌려 드리고 부담을 덜어드리기 위해서 이사비를 바우처로 지원하겠다고 약속했다..우선 국내 최저주거기준에 미달하는 가구는 2020년 주거실태조사 기준 전체 가구의 4.6로 윤 후보가 짚은 수치보다 많다..다만 최저주거기준은 일반 주택이라고 하더라도 가구수에 따라 방이 적거나 면적이 좁으면 포함되기 때문에 윤 후보가 말한 비정상 거처는 더 좁은 의미의 것으로 보인다. 실제로 공장 비닐하우스 판잣집 등 일반적으로 보았을 때 주택으로 보기 힘든 거주시설에서 생활하는 이들은 2020년 주거실태조사 세부 자료에서 확인 가능하다..2020년 주거실태조사에 따르면 여관 판잣집 비닐하우스 등 주택 이외의 거처오피스텔 제외에 거주하는 일반 가구는 46만 2630가구다. 여기에 공장 상가 등 건축물에 거주시설을 꾸린 비거주용 건물 내 주택 31만 5671가구를 더하면 전체 일반가구2092만 6710가구의 3.7가 된다.,사실
2030,홍남기 경제부총리 사전청약 24대책 예정지구 지정 등 주택 공급 조치와 지난 11월 25일의 기준금리 인상 조치 가계부채 관리 강화 등으로 최근 주택시장의 안정화 흐름이 보다 확고해지는 양상.,판단 유보
2031,대선후보 본인의 사퇴 또는 탈당 의사가 없는 상황에서 정치적인 이유에 따라 후보 교체가 가능한지 살펴봤다..,대체로 사실 아님
2032,공백,공백
2033,달리는 차에 커피를 던져도 가벼운 처벌에 그친다라는 내용.,전혀 사실 아님
2034,백신 미접종자 혼밥 거부한 음식점에 벌금을 부과할 수 있다라는 내용.,전혀 사실 아님
2035,알바로 2천만3천만원 번다라는 주장.,절반의 사실
2036,국회의원 출마 만 18세 연령 하한이 다른 나라에 비해 이르다라는 내용.,대체로 사실 아님
2037,코로나 병동 간호사들이 정규직 사표 내고 파견직으로 간다라는 내용.,대체로 사실
2038,자영업자 폐업 안 하는 게 코로나 사태 호전 기대 때문이다라는 내용.,대체로 사실 아님
2039,영부인은 대통령 배우자만 지칭하는 용어다라는 내용.,전혀 사실 아님
2040,편의점에 심야 손님이 없어도 위약금 때문에 24시간 영업한다라는 주장.,전혀 사실 아님
2041, .원자력 에너지 발전 비용이 신재생에너지 발전비용보다 비싸다는 주장.,대체로 사실
2042,백신 미접종자 입장 거부식당 주인 권한. .,사실
2043,신종 코로나바이러스는 에이즈를 일으키는 HIV와 유사하다,대체로 사실 아님
2044,윤석열 종부세 국민의 10가 영향 받는다.,전혀 사실 아님
2045,이재명 후보의 500만 원 내면 법정 토론 나오지 않아도 된다는 주장.,절반의 사실
2046,부자 나라 부스터샷이 오미크론 확산에 악영향이라는 WHO사무총장의 발언.,판단 유보
2047,신종 코로나 감염되면 반드시 폐섬유화 된다 ,대체로 사실
2048,16번 확진자가 진주 대형마트에 들렀다,사실
2049,임시시설 아닌 곳에 음압시설 갖춘 선별 진료소 성동보건소가 유일하다면서요,대체로 사실
2050,후베이성 방문 뒤 입국한 3명 중 중국인 2명이 부산에서 연락두절 상태다,대체로 사실 아님
2051,공백,공백
2052,세계 어느 나라도 중국인 입국 금지를 하지 않았다.,대체로 사실
2053,신종 코로나 걸린 반려동물 사람에게 바이러스 옮긴다,절반의 사실
2054,윤 후보의 지금 최저임금이 8700원이 조금 넘는다. 여기에 주휴수당 식사 제공 등을 포함하면 만원을 상회한다 발언.검증 방법.대법원 판례 정부 발표 확인.검증 내용.지난달 25일 윤석열 국민의힘 후보는 유튜브 삼프로TV에 출연해 지금 최저임금이 8700원이 조금 넘는다. 여기에 주휴수당 식사 제공 등을 포함하면 만원을 상회한다고 말했다..2021년 기준 최저임금은 시간당 8720원 2022년은 9160원이다. 우선 최저임금은 주휴수당을 계산하지 않은 시급으로 고시되고 있다..주휴수당을 포함해 실제 근로시간을 기준으로 월계산하면 최저임금이 1만 원이 넘는 것은 사실이다. 근로기준법에는 주15시간 이상 일한 노동자에 유급휴일을 주도록 하고 있다. 예를 들어 노동자가 주40시간을 일했을 경우 하루를 쉬면서 1일 치 임금을 더 받을 수 있다. 2021년의 경우 주휴수당을 포함한 최저임금은 월 182만 2480원으로 실제 근로시간 174시간을 나누면 1만474원이다..이러한 계산법은 실제 근로시간인 174시간만 근로시간으로 쳐서 최저임금을 계산해야 한다는 경영자 단체의 주장을 그대로 받아들인 것이다. 하지만 현행법상 최저임금 계산은 주휴수당을 포함한 월급에 근로시간유급휴일 209시간을 나누도록 정하고 있다.,절반의 사실
2055,공백,공백
2056,홍준표 의원의 박근혜 전 대통령을 구속한 사람은 윤석열 후보이지 문재인 대통령이 아니다라는 언급.,절반의 사실
2057,최근 마스크 반창고 등을 5만 원에 판매하고 있다고 알려져 폭리 논란에 휩싸인 약사가 주장한 내용이다. 해당 약사는 자신이 운영하는 약국에서 모든 의약품에 터무니없이 높은 가격을 책정해 판매하고 환불을 요구하는 고객의 말조차 들어주지 않아 공분을 사고 있다..,대체로 사실
2058,임인년 새해가 밝았다라는 내용.,대체로 사실 아님
2059,리란쥐안 애완동물이 바이러스에 노출되거나 환자와 접촉했다면 그들도 감염될 수 있다. 바이러스는 포유동물 사이에서 전파될 수 있으니 사람뿐만 아니라 포유동물을 경계해야 한다라고 말했다.,절반의 사실
2060,일본 체류중인 다이아몬드 프린세스호가 부산항으로 입항한다,사실
2061, 박수현 청와대 국민소통수석의 발언 우리나라 방역 엄격성 지수 전 세계 최하위.박 수석은 지난 4일 오전 MBC 라디오 김종배의 시선집중 전화 인터뷰에서 코로나 방역은 어떻게 자평하느냐는 질문을 받자 방역을 얼마만큼 강하게 하고 있느냐를 따지는 엄격성 지수라는 게 있다며 우리나라와 싱가포르가 지수가 44로 세계에서 최하위라고 언급. 진행자가 방역 통제가 가장 강하지 않다는 뜻이냐고 되묻자 박 수석은 가장 강하지 않다는 뜻이라고 답해. 과연 이 주장이 사실일지 검증..,대체로 사실 아님
2062,이재명 후보의 탈모약 보험 적용 700800억 원이면 된다는 주장.,판단 유보
2063, 아동학대법 개정안이 자녀에게 코로나19 백신 접종을 안 시키는 부모를 자녀와 떨어뜨리도록 하는지의 여부.,전혀 사실 아님
2064,손 소독제 알코올 성분 임산부에게 해롭다 ,전혀 사실 아님
2065,임인년 새해의 상징 검은 호랑이는 상상 속 동물이다이라는 내용.,사실
2066,백신 접종률 90 넘은 상황에선 방역패스 실효성 없다라는 내용.,대체로 사실 아님
2067,윤호중 민주당 원내대표가 북한 핵과 미사일 도발 대응 방안으로 선제타격 발언한 윤석열 국민의힘 대선 후보에게 호전적이라고 주장함..,대체로 사실 아님
2068,대한민국 대통령은 취임식만 있고 퇴임식은 없다라는 주장.,절반의 사실
2069,우리나라 탈모 인구가 1천만 명이다라는 주장.,대체로 사실 아님
